ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	castingStat	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
fd68933		ec920480	6a0e83	Forest Gnome	Urchin	2019-02-18T01:48:45Z	Wizard 16	Wizard	School of Illusion	16	Resilient|War Caster	102	17	8	18	15	20	11	11		Sleight of Hand|Stealth|Arcana|Insight	Quarterstaff	Firebolt*0|Mage Hand*0|Mending*0|Message*0|Minor Illusion*0|Prestidigiation*0|Toll The Dead*0|Shield*1|Detect Magic*1|Comprehend Languages*1|Silent Image*1|Invisibility*2|Mirror Image*2|Misty Step*2|Fireball*3|Hypnotic Pattern*3|Major Image*3|Polymorph*4|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Wall Of Force*5|Globe Of Invulnerability*5|Mass Suggestion*6|Sunbeam*6|Crown Of Stars*7|Forcecage*7|Maze*8|Illusory Dragon*8	02 17 2019	Int	Canada	CA		NA	NA	Gnome	Fire Bolt*0|Mage Hand*0|Mending*0|Message*0|Minor Illusion*0|Prestidigitation*0|Toll the Dead*0|Shield*1|Detect Magic*1|Comprehend Languages*1|Silent Image*1|Invisibility*2|Mirror Image*2|Misty Step*2|Fireball*3|Hypnotic Pattern*3|Major Image*3|Polymorph*4|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Wall of Force*5|Mass Suggestion*6|Sunbeam*6|Crown of Stars*7|Forcecage*7|Maze*8|Illusory Dragon*8	Quarterstaff	16-18	crazy_banzai
d8a546f	91c687a	adf92946	9229d8	High Elf	Guild Artisan	2019-01-17T16:25:12Z	Wizard 16	Wizard	School of Transmutation	16	Resilient|Observant	98	13	8	16	14	20	12	12	NG	Arcana|Investigation|Insight|Perception|Persuasion	Dagger	Shocking Grasp*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Message*0|Mage Armor*1|Find Familiar*1|Unseen Servant*1|Detect Magic*1|Identify*1|Magic Missile*1|Sleep*1|Grease*1|Alarm*1|Comprehend Languages*1|Tenser's Floating Disk*1|Invisibility*2|Knock*2|Mirror Image*2|Rope Trick*2|Tiny Servant*3|Slow*3|Haste*3|Lightning Bolt*3|Counterspell*3|Dispel Magic*3|Water Breathing*3|Polymorph*4|Storm Sphere*4|Fabricate*4|Dimension Door*4|Stone Shape*4|Conjure Elemental*5|Creation*5|Wall Of Stone*5|Wall Of Force*5|Rary's Telepathic Bond*5|Create Homunculus*6|True Seeing*6|Guards And Wards*6|Arcane Gate*6|Teleport*7|Simulacrum*7|Sequester*7|Mordenkaininen's Magnificent Mansion*7|Demiplane*8|Mighty Fortress*8|Telepathy*8|Mind Blank*8	01 17 2019	Int	United States	US	NG	NA	NA	Elf	Shocking Grasp*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Message*0|Mage Armor*1|Find Familiar*1|Unseen Servant*1|Detect Magic*1|Identify*1|Magic Missile*1|Sleep*1|Grease*1|Alarm*1|Comprehend Languages*1|Tenser's Floating Disk*1|Invisibility*2|Knock*2|Mirror Image*2|Rope Trick*2|Tiny Servant*3|Slow*3|Haste*3|Lightning Bolt*3|Counterspell*3|Dispel Magic*3|Water Breathing*3|Polymorph*4|Storm Sphere*4|Fabricate*4|Dimension Door*4|Stone Shape*4|Conjure Elemental*5|Creation*5|Wall of Stone*5|Wall of Force*5|Rary's Telepathic Bond*5|Create Homunculus*6|True Seeing*6|Guards and Wards*6|Arcane Gate*6|Teleport*7|Simulacrum*7|Sequester*7|Mordenkainen's Magnificent Mansion*7|Demiplane*8|Mighty Fortress*8|Telepathy*8|Mind Blank*8	Dagger	16-18	goofy_ellis
e652392	76a4ba0	8e6703da	4a40b1	Half-Elf	Criminal	2018-11-25T02:22:19Z	Rogue 16	Rogue	Arcane Trickster	16	Elven Accuracy|Alert	105	19	11	20	11	20	14	16		Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception	Shortsword +2|Shortbow|Dagger		11 24 2018	Int	United States	US		NA	NA	Half-Elf		Shortsword|Shortbow|Dagger	16-18	reverent_kilby
7f44194	f2e9099	7cf36923	58683a	Wood Elf	Noble	2018-08-12T22:28:04Z	Ranger 16	Ranger	Beast Master	16		150	16	12	20	14	12	12	14		Stealth|History|Animal Handling|Perception|Survival|Persuasion	Shortsword|Longbow	Hunters Mark*1|Animal Friendship *1|Speak With Animals *1|Cure Wounds*1|Lesser Restoration *2|Pass Without A Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing *3|Speak With Plants*3|Conjure Woodland Beings*4|Locate Creature *4	08 12 2018	Wis	United States	US		NA	NA	Elf	Hunter's Mark*1|Animal Friendship*1|Speak with Animals*1|Cure Wounds*1|Lesser Restoration*2|Pass Without Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing*3|Speak with Plants*3|Conjure Woodland Beings*4|Locate Creature*4	Shortsword|Longbow	16-18	charming_herschel
7f44194	f2e9099	44cb55c2	1549e6	Human	Knight	2018-08-12T22:26:23Z	Paladin 16	Paladin	Oath of Devotion	16		229	18	16	13	18	14	12	14		History|Insight|Intimidation|Persuasion	Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4	08 12 2018	Cha	United States	US		NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4	Javelin	16-18	charming_leavitt
	ba68c47	8d7e64b7	c22cbc	Dragonborn	Haunted One	2018-07-06T07:02:32Z	Fighter 16	Fighter	Battle Master	16		216	16	20	20	20	14	14	14		Athletics|History|Investigation|Survival	Shortsword|Shortsword|		07 06 2018	Int	Canada	CA		NA	NA	Dragonborn		Shortsword	16-18	quizzical_gagarin
3b938ec	2cad239	d189ebd9	2b842f	Lizardfolk	Mercenary Veteran	2018-06-24T17:25:13Z	Fighter 16	Fighter	Champion	16		164	16	20	16	18	12	12	9		Athletics|Acrobatics|Insight|Perception|Survival|Persuasion	Greatsword|Warhammer		06 24 2018	Int	United States	US		NA	NA	Lizardfolk		Greatsword|Warhammer	16-18	blissful_bell
c66f2c1	22648ea	fa9d80bc	f11604	Human	Noble	2018-06-24T12:59:48Z	Wizard 16	Wizard	School of Conjuration	16	Inspiring Leader|Tough	130	10	8	10	14	20	12	16	Lawful Evil	Arcana|History|Insight|Intimidation|Persuasion	Dagger	Infestation*0|Mage Hand*0|Friends*0|Message*0|Shocking Grasp*0|Find Familiar (R) (C)*1|Unseen Servant (R) (C)*1|Cause Fear*1|Disguise Self*1|Detect Magic*1|Mage Armor*1|Identify*1|Comprehend Languages*1|Charm Person*1|Crown Of Madness*2|Detect Thoughts*2|Dust Devil (C)*2|Hold Person*2|Mind Spike*2|Ray Of Enfeeblement*2|Animate Dead*3|Summon Lesser Demons (C)*3|Phantom Steed (R)*3|Fireball*3|Fear*3|Hypnotic Pattern*3|Conjure Minor Elementals (C)*4|Mordenkainen's Faithful Hound (C)*4|Summon Greater Demon (C)*4|Phantasmal Killer*4|Conjure Elemental (C)*5|Cloudkill (C)*5|Mental Prison*6|Soul Cage*6|Disintegrate*6|Circle Of Death*6|Mordenkainen's Magnificent Mansion (C)*7|Crown Of Stars*7|Mighty Fortress*8|Maddening Darkness*8|Antipathy/Sympathy*8	06 24 2018	Int	United States	US	LE	NA	NA	Human	Infestation*0|Mage Hand*0|Friends*0|Message*0|Shocking Grasp*0|Find Familiar*1|Unseen Servant*1|Cause Fear*1|Disguise Self*1|Detect Magic*1|Mage Armor*1|Identify*1|Comprehend Languages*1|Charm Person*1|Crown of Madness*2|Detect Thoughts*2|Dust Devil*2|Hold Person*2|Mind Spike*2|Ray of Enfeeblement*2|Animate Dead*3|Summon Lesser Demons*3|Phantom Steed*3|Fireball*3|Fear*3|Hypnotic Pattern*3|Conjure Minor Elementals*4|Mordenkainen's Faithful Hound*4|Summon Greater Demon*4|Phantasmal Killer*4|Conjure Elemental*5|Cloudkill*5|Mental Prison*6|Soul Cage*6|Disintegrate*6|Circle of Death*6|Mordenkainen's Magnificent Mansion*7|Crown of Stars*7|Mighty Fortress*8|Maddening Darkness*8|Antipathy/Sympathy*8	Dagger	16-18	gifted_brahmagupta
c66f2c1	22648ea	a9b953ad	f218b2	High Elf	Inheritor	2018-06-24T00:18:50Z	Warlock 16	Warlock	The Great Old One	16	Keen Mind	111	14	9	16	15	13	12	17	Neutral Evil	Arcana|Perception|Survival|Deception|Intimidation|Persuasion	Dagger	Eldritch Blast*0|Prestidigitation*0|Minor Illusion*0|Lightning Lure*0|Vicious Mockery*0|Mold Earth*0|Friends*0|Hex*1|Hellish Rebuke*1|Comprehend Languages*1|Misty Step*2|Mirror Image*2|Ray Of Infeeblement*2|Fly*3|Remove Curse*3|Hunger Of Hadar*3|Dimension Door*4|Banishment*4|Hold Monster*5|Negative Energy Flood*5|Danse Macabre*5	06 23 2018	Cha	United States	US	NE	NA	NA	Elf	Eldritch Blast*0|Prestidigitation*0|Minor Illusion*0|Lightning Lure*0|Vicious Mockery*0|Mold Earth*0|Friends*0|Hex*1|Hellish Rebuke*1|Comprehend Languages*1|Misty Step*2|Mirror Image*2|Ray of Enfeeblement*2|Fly*3|Remove Curse*3|Hunger of Hadar*3|Dimension Door*4|Banishment*4|Hold Monster*5|Negative Energy Flood*5|Danse Macabre*5	Dagger	16-18	zealous_jones
b6942b5	2cad239	6643a4e2	cb9242	Goblin	Criminal	2018-06-23T03:10:32Z	Sorcerer 16	Sorcerer	Wild Magic	16	Lucky	104	13	8	17	14	12	10	20		Stealth|Arcana|Deception|Intimidation	Quarterstaff|Dagger		06 22 2018	Cha	United States	US		NA	NA	Goblin		Quarterstaff|Dagger	16-18	sweet_noyce
b6942b5	2cad239	c8671ee3	a9a61d	Turtle	Criminal	2018-06-23T02:20:07Z	Druid 16	Druid	Circle of the Land	16		153	14	10	12	18	13	20	10		Stealth|Nature|Animal Handling|Survival|Deception	Scimitar	Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3|Divination*4|Freedom of Movement*4|Commune with Nature*5|Tree Stride*5	06 22 2018	Wis	United States	US		NA	NA	Turtle	Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3|Divination*4|Freedom of Movement*4|Commune with Nature*5|Tree Stride*5	Scimitar	16-18	zen_golick
36400cf		1eeef0f8	a18c47	Stout Halfling	Cloistered Scholar	2018-06-13T01:09:44Z	Wizard 16	Wizard	School of Necromancy	16	War Caster|Second Chance	144	11	10	13	16	20	13	13		Arcana|History|Investigation|Religion	Dagger	Animate Dead*3	06 12 2018	Int	United States	US		NA	NA	Halfling	Animate Dead*3	Dagger	16-18	relaxed_sammet
	4483ed9	1ce27ea0	6eaafa	High Elf	Criminal	2019-04-01T21:16:36Z	Rogue 15	Rogue	Inquisitive	15		180	16	14	20	18	13	12	10		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception	Rapier|Shortbow|Dagger		04 01 2019	Int	Canada	CA		NA	NA	Elf		Rapier|Shortbow|Dagger	12-15	adoring_galileo
0918532		6ff19791	298c52	Half-Elf	Criminal	2019-03-15T01:28:42Z	Wizard 15	Wizard	School of Divination	15		124	12	15	13	18	20	15	11	Chatoic Neutral	Sleight of Hand|Stealth|Investigation|Insight|Deception	Quarterstaff|Whip		03 14 2019	Int	United States	US		NA	NA	Half-Elf		Quarterstaff|Whip	12-15	adoring_cannon
0918532		aa80067b	677fb1	Centaur	Barbarian Tribe Member	2019-03-15T01:13:05Z	Barbarian 15	Barbarian	Path of the Storm Herald	15		162	15	20	13	15	9	13	12		Athletics|Nature|Survival|Intimidation	Greataxe|Handaxe|Javelin		03 14 2019	Int	United States	US		NA	NA	Centaur		Greataxe|Handaxe|Javelin	12-15	frosty_booth
15b9be8	6c2a2ab	56a77cc3	77fab3	Human	Noble	2019-02-26T08:25:40Z	Fighter 15	Fighter	Champion	15	Great Weapon Master|Lucky|Alert|Athlete	163	19	17	16	16	9	10	10		Athletics|History|Survival|Persuasion	Greatsword|Crossbow, light		02 26 2019	Int	United States	US		NA	NA	Human		Greatsword|Crossbow, Light	12-15	zealous_varahamihira
40ac8b1	3a2ae0f	68347d5a	503f18	Kobold	Folk Hero	2019-01-05T01:48:06Z	Monk 15	Monk	Way of the Drunken Master	15	Mobile|Athlete|Squat Nimbleness	111	19	10	20	14	12	18	10	Lawful Neutral	Athletics|Acrobatics|Animal Handling|Insight|Survival|Performance	Dart|Unarmed Strike|Quarterstaff		01 04 2019	Int	United States	US	LN	NA	NA	Kobold		Dart|Unarmed Strike|Quarterstaff	12-15	sleepy_yalow
74b83f6	82268d2	301eae2e	43beab	Lineage - Zari	Guild Member - Mayhem	2018-12-19T03:01:46Z	Sorcerer 15	Sorcerer	Draconic Bloodline	15	War Caster|Shield Master|Elemental Adept	165	21	16	16	18	13	14	20		Acrobatics|Arcana|Insight|Performance	Quarterstaff|Dagger		12 18 2018	Cha	United States	US		NA	NA	Tiefling		Quarterstaff|Dagger	12-15	hungry_beaver
d9c2dc8	4aeff40	8e04999c	b20868	Half-Orc	Folk Hero	2018-10-12T02:00:35Z	Bard 15	Bard	College of Glamour	15	Actor	128	11	14	10	16	15	15	19		Animal Handling|Insight|Perception|Survival|Intimidation	Rapier|Dagger		10 11 2018	Cha	United States	US		NA	NA	Half-Orc		Rapier|Dagger	12-15	hardcore_kirch
	cfe91bb	3b182baf	8ce704	Tiefling	Far Traveler	2018-09-20T05:49:01Z	Druid 15	Druid	Circle of the Shepherd	15	Observant|War Caster	141	15	8	15	17	14	20	13		Nature|Insight|Perception|Survival	Whisper		09 19 2018	Wis	Canada	CA		NA	NA	Tiefling			12-15	hardcore_carson
36400cf	550610a	f716082a	9368d0	Half-Orc	Knight	2018-08-22T22:25:49Z	Fighter 15	Fighter	Battle Master	15	Great Weapon Master	225	16	20	14	20	15	14	13		History|Animal Handling|Insight|Intimidation|Persuasion	Greatsword|Whip|Crossbow, light		08 22 2018	Int	United States	US		NA	NA	Half-Orc		Greatsword|Whip|Crossbow, Light	12-15	amazing_jackson
7f44194	f2e9099	534ed12b	30f9b9	Deep Gnome	Mercenary Veteran	2018-08-12T22:29:58Z	Barbarian 15	Barbarian	Path of the Berserker	15		200	15	15	14	17	12	10	14		Athletics|Intimidation|Persuasion	Greataxe|Handaxe|Javelin		08 12 2018	Int	United States	US		NA	NA	Gnome		Greataxe|Handaxe|Javelin	12-15	heuristic_nightingale
	6470532	d4352b8c	1ae626	Mountain Dwarf	Clan Crafter	2018-07-17T17:29:01Z	Fighter 15	Fighter	Champion	15	Squat Nimbleness|Shield Master|Skilled|Tough	169	20	20	8	16	12	14	8		Athletics|History|Investigation|Nature|Animal Handling|Insight|Perception|Survival	Warhammer|Handaxe		07 17 2018	Int	Canada	CA		NA	NA	Dwarf		Warhammer|Handaxe	12-15	amazing_austin
cbd1b53	22648ea	0dab7814	2060ca	Human	Soldier	2018-06-21T04:42:44Z	Paladin 15	Paladin	Oath of Vengeance	15	Polearm Master|Great Weapon Master|Resilient	169	18	25	10	18	8	13	17		Athletics|Insight|Perception|Intimidation|Persuasion	Halberd +1|Javelin|Halberd +1 GWM	Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4	06 20 2018	Cha	United States	US		NA	NA	Human	Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4	Halberd|Javelin	12-15	sharp_faraday
0798367		b365598f	de118c	Human	Pirate	2018-06-19T03:14:30Z	Barbarian 15	Barbarian	Path of the Totem Warrior	15	Sentinel|Polearm Master	201	20	25	18	18	8	12	10	Chaotic Good	Athletics|Stealth|Perception|Survival|Intimidation	Handaxe|Battleaxe +1|Longbow|Battleaxe +1 Rage		06 18 2018	Int	United States	US	CG	NA	NA	Human		Handaxe|Battleaxe|Longbow	12-15	tender_pare
165cfbc	22648ea	d73139c2	d3310c	Human	Soldier	2018-06-15T04:10:21Z	Paladin 15	Paladin	Oath of Vengeance	15	Polearm Master|Great Weapon Master|Resilient	132	16	18	10	14	8	10	16		Athletics|Insight|Perception|Intimidation|Persuasion	Halberd|Javelin	Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4	06 14 2018	Cha	United States	US		NA	NA	Human	Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4	Halberd|Javelin	12-15	hardcore_dewdney
165cfbc	22648ea	7ecb188c	41f232	Half-Orc	Far Traveler	2018-06-15T04:08:49Z	Paladin 15	Paladin	Oath of Vengeance	15	Great Weapon Master	153	16	18	10	16	8	10	16	Chaotic Good 	Athletics|Insight|Perception|Intimidation|Persuasion	Greatsword|Javelin	Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4	06 14 2018	Cha	United States	US	CG	NA	NA	Half-Orc	Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4	Greatsword|Javelin	12-15	distracted_williamson
165cfbc	22648ea	24f45670	5324c0	High Elf	Urban Bounty Hunter	2018-06-15T04:07:09Z	Fighter 15	Fighter	Eldritch Knight	15	War Caster|Sentinel|Resilient	139	24	19	20	14	16	12	8	chaotic good	Acrobatics|Stealth|Insight|Perception|Survival	Rapier|Crossbow, light		06 14 2018	Int	United States	US	CG	NA	NA	Elf		Rapier|Crossbow, Light	12-15	agitated_meitner
165cfbc	22648ea	6d1859f8	20622f	High Elf	Sailor	2018-06-15T04:04:59Z	Fighter 15	Fighter	Battle Master	15	Crossbow Expert|Sharpshooter	170	16	8	20	18	9	14	10		Athletics|Perception|Survival|Intimidation	Crossbow, heavy|Crossbow, light		06 14 2018	Int	United States	US		NA	NA	Elf		Crossbow, Heavy|Crossbow, Light	12-15	trusting_lamport
165cfbc		2919e58f	cd6bd2	Human	Soldier	2018-06-15T03:56:44Z	Barbarian 15	Barbarian	Path of the Totem Warrior	15	Sentinel|Polearm Master	201	20	25	18	18	8	12	10		Athletics|Nature|Perception|Survival|Intimidation	Halberd|Handaxe|Javelin|Halberd Butt		06 14 2018	Int	United States	US		NA	NA	Human		Halberd|Handaxe|Javelin	12-15	vigilant_herschel
d580ce9	d580ce9	e23f8cd1	b5a5b4	Dragonborn	Acolyte	2018-04-16T21:33:57Z	Sorcerer 15	Sorcerer	Draconic Bloodline	15		119	14	12	13	15	13	9	20		Arcana|Religion|Insight|Intimidation	Crossbow, light|Dagger		04 16 2018	Cha	NA	NA		NA	NA	Dragonborn		Crossbow, Light|Dagger	12-15	wonderful_hawking
d580ce9	d580ce9	4d9a6fe0	7a4887	Dark Elf	Acolyte	2018-04-16T21:33:57Z	Cleric 15	Cleric	Life Domain	15		118	18	16	14	13	10	18	11		Religion|Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5	04 16 2018	Wis	NA	NA		NA	NA	Elf	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5	Mace|Crossbow, Light	12-15	kind_euclid
d580ce9	d580ce9	eac41bac	37842a	Half-Elf	Far Traveler	2018-04-16T21:33:57Z	Ranger 15	Ranger	Beast Master	15		151	15	10	19	14	12	14	15		Investigation|Nature|Animal Handling|Insight|Perception	Shortsword|Longbow		04 16 2018	Wis	NA	NA		NA	NA	Half-Elf		Shortsword|Longbow	12-15	loving_ganguly
d580ce9	d580ce9	06deda50	e97ae1	Wood Elf	Folk Hero	2018-04-16T21:33:57Z	Druid 15	Druid	Circle of the Moon	15		118	14	9	17	14	12	19	9		Nature|Animal Handling|Medicine|Perception|Survival	Quarterstaff|Scimitar		04 16 2018	Wis	NA	NA		NA	NA	Elf		Quarterstaff|Scimitar	12-15	peaceful_johnson
d580ce9	d580ce9	7c4ac3c2	4b9745	High Elf	Urchin	2018-04-16T21:33:57Z	Rogue 15	Rogue	Arcane Trickster	15		104	14	11	19	13	17	11	12		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		04 16 2018	Int	NA	NA		NA	NA	Elf		Rapier|Shortbow|Dagger	12-15	keen_cohen
d580ce9	d580ce9	0d2e6717	c3bece	Goliath	Folk Hero	2018-04-16T21:33:57Z	Barbarian 15	Barbarian	Path of the Totem Warrior	15		202	16	19	14	19	8	11	9		Athletics|Nature|Animal Handling|Survival|Intimidation	Greataxe|Javelin		04 16 2018	Int	NA	NA		NA	NA	Goliath		Greataxe|Javelin	12-15	thirsty_ramanujan
b4e67e9	992e0a9	76d03546	06a164	Kitty	Sage	2019-03-17T06:11:41Z	Wizard 14	Wizard	School of Illusion	14	Spell Sniper	72	12	5	14	12	20	9	19		Stealth|Arcana|History|Investigation|Medicine|Perception	Quarterstaff	Minor Illusion*0|Fire bolt*0|Dragons Breath*2|Fireball*3|Fly*3|Greater Inevitability*4|Mislead*5|programed Illusion*6|Peoject Image*7	03 16 2019	Int	United States	US		NA	NA		Minor Illusion*0|Fire Bolt*0|Dragon's Breath*2|Fireball*3|Fly*3|Greater Invisibility*4|Mislead*5|Programmed Illusion*6|Project Image*7	Quarterstaff	12-15	sleepy_rubin
314144a	0bc9fa0	39a766ec	987b83	Tiefling	Far Traveler	2019-03-13T23:33:53Z	Warlock 14	Warlock	The Fiend	14	Ritual Caster|War Caster	87	13	11	16	12	15	17	14	Chaotic Good	Arcana|Insight|Perception|Deception|Persuasion	Dagger|Crossbow, Light|Scimitar	Message*0|Shocking Grasp*0|True Strike*0|Minor Illusion*0|Firebolt*0|Chromatic Orb*1|Charm Person*1|Detect Magic*1|Hideous Laughter*1|Detect Thoughts*1|See Invisibility*2|Blink*3|Polymorph*4|Modify Memory*5|Telekinesis*5	03 13 2019	Wis	United States	US	CG	NA	NA	Tiefling	Message*0|Shocking Grasp*0|True Strike*0|Minor Illusion*0|Fire Bolt*0|Chromatic Orb*1|Charm Person*1|Detect Magic*1|See Invisibility*2|Blink*3|Polymorph*4|Modify Memory*5|Telekinesis*5	Dagger|Crossbow, Light|Scimitar	12-15	cool_sammet
2e3065f	cc14f7a	27d4ba6a	0e08ad	Tiefling	Far Traveler	2019-03-07T22:39:39Z	Warlock 14	Warlock	The Fiend	14	Ritual Caster|War Caster	87	12	11	14	12	15	17	16		Arcana|Insight|Perception|Deception|Persuasion	Dagger		03 07 2019	Cha	United States	US		NA	NA	Tiefling		Dagger	12-15	stoic_sanderson
400fe19	b1d8a6f	beae0e9c	23c038	Firbolg	Acolyte	2019-03-03T21:32:13Z	Cleric 14	Cleric	Forge Domain	14		138	18	11	10	18	13	20	12		History|Religion|Insight|Medicine	Mace|Mace	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5	03 03 2019	Wis	Brazil	BR		NA	NA	Firbolg	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5	Mace	12-15	optimistic_gates
111393a	1bc1c5d	99166bcc	d6be8b	Human	Outlander	2019-02-17T20:38:20Z	Barbarian 14	Barbarian	Path of the Zealot	14	Dual Wielder	219	20	8	20	18	10	12	10		Athletics|Acrobatics|Animal Handling|Perception|Survival	Rapier|Longbow|Rapier		02 17 2019	Int	United States	US		NA	NA	Human		Rapier|Longbow	12-15	mystifying_gould
5929407	6136dcf	e26cf2e7	a407fe	Forest Gnome	Far Traveler	2019-02-08T21:38:31Z	Monk 14	Monk	Way of the Drunken Master	14	Lucky|Magic Initiate	101	15	10	18	15	12	13	10		Athletics|Acrobatics|Insight|Perception|Performance	Shortsword|Dart|Unarmed strike		02 08 2019	Int	United States	US		NA	NA	Gnome		Shortsword|Dart|Unarmed Strike	12-15	competent_benz
ef8f936	1971c6c	4c7c9994	47a309	Tiefling	Sage	2019-02-05T01:18:37Z	Sorcerer 14	Sorcerer	Wild Magic	14		103	17	12	14	14	12	12	20	Chaotic neutral	Arcana|History|Insight|Persuasion	Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light|Trident|Shortsword	Posion Spray*0|Firebolt*0|Prestidigitation*0|Barkskin*0|Levitate*2|Ice storm*4	02 04 2019	Cha	United States	US	CN	NA	NA	Tiefling	Poison Spray*0|Fire Bolt*0|Prestidigitation*0|Levitate*2|Ice Storm*4	Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light|Trident|Shortsword	12-15	youthful_villani
	151e720	cdb165a4	f3f6cb	Dragonborn	Knight	2019-01-22T02:00:54Z	Paladin 14	Paladin	Oath of Ancients	14		129	21	18	14	14	8	10	15	Lawful Neutral	Athletics|Religion|Insight|Intimidation|Performance	Unarmed strike|Battleaxe|Halberd|Longbow|Mace|MeowMeow|Shamus|Rapier	Truestrike*0|Eldritch Blast*0|Ensnaring Strike*1|Speak with Animals*1|Comprehend Languages*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4	01 21 2019	Cha	Canada	CA	LN	NA	NA	Dragonborn	True Strike*0|Eldritch Blast*0|Ensnaring Strike*1|Speak with Animals*1|Comprehend Languages*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3|Ice Storm*4|Stoneskin*4	Unarmed Strike|Battleaxe|Halberd|Longbow|Mace|Rapier	12-15	dazzling_maxwell
eba7f96	e038860	e08ff45f	4f5fa9	Variant	Urban Bounty Hunter	2018-10-12T18:39:53Z	Rogue 14	Rogue	Swashbuckler	14		115	18	10	20	17	10	13	18	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Longbow|Sun Blade	"Green-Flame Blade

*0"	10 12 2018	Int	Brazil	BR	CN	NA	NA	Half-Elf	Green-Flame Blade*0	Rapier|Longbow	12-15	friendly_jang
