race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,day,castingStat,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,difficulty,classType,keyStats,primaryClass,primaryDifficulty,primaryClassType,primaryKeyStats
Human,Acolyte,2019-01-29T04:38:17Z,['Warlock 17'],['Warlock'],['The Celestial'],17,"['Skulker', 'Resilient', 'Prodigy', 'Mobile']",125,16,12,18,15,14,14,20,CG,"['Sleight of Hand', 'Stealth', 'Arcana', 'Investigation', 'Religion', 'Insight', 'Deception', 'Persuasion']","Crossbow, light|Dagger",Light*0|Sacred Flame*0|Mage Hand*0|Eldritch Blast*0|Cure Wounds*1|Guiding Bolt*1|Charm Person*1|Protection From Good And Evil*1|Witchbolt*1|Lesser Restoration*2|Flaming Sphere*2|Hold Person*2|Invisibility*2|Suggestion*2|Revivify*3|Daylight*3|Fly*3|Counterspell*3|Dispel Magic*3|Guardian Of Faith*4|Wall Of Fire*4|Banishment*4|Flame Strike*5|Greater Restoration*5|Contact Other Plane*5|Dream*5|Scrying*5,01 28 2019,Cha,Australia,AU,CG,,,Human,"{'0': ['Light', 'Sacred Flame', 'Mage Hand', 'Eldritch Blast'], '1': ['Cure Wounds', 'Guiding Bolt', 'Charm Person', 'Protection from Evil and Good', 'Witch Bolt'], '2': ['Lesser Restoration', 'Flaming Sphere', 'Hold Person', 'Invisibility', 'Suggestion'], '3': ['Revivify', 'Daylight', 'Fly', 'Counterspell', 'Dispel Magic'], '4': ['Guardian of Faith', 'Wall of Fire', 'Banishment'], '5': ['Flame Strike', 'Greater Restoration', 'Contact Other Plane', 'Dream', 'Scrying']}","['Crossbow, Light', 'Dagger']",16-18,nifty_villani,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Half Orc,Outlander,2018-12-29T01:04:23Z,['Fighter 17'],['Fighter'],['Champion'],17,"['Great Weapon Master', 'Savage Attacker']",174,16,20,12,18,12,13,10,,"['Athletics', 'Insight', 'Perception', 'Survival', 'Intimidation']",Greataxe|Longbow|Handaxe,,12 28 2018,Int,United States,US,,,,Half-Orc,,"['Greataxe', 'Longbow', 'Handaxe']",16-18,youthful_darwin,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
High Elf,Acolyte,2019-04-01T21:19:12Z,['Cleric 16'],['Cleric'],['Trickery Domain'],16,[nan],176,17,10,13,16,14,20,12,,"['History', 'Religion', 'Insight', 'Medicine', 'Perception']","Mace|Crossbow, light",Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2|Blink*3|Dispel Magic*3|Dimension Door*4|Polymorph*4|Dominate Person*5|Modify Memory*5,04 01 2019,Wis,Canada,CA,,,,Elf,"{'1': ['Charm Person', 'Disguise Self'], '2': ['Mirror Image', 'Pass Without Trace'], '3': ['Blink', 'Dispel Magic'], '4': ['Dimension Door', 'Polymorph'], '5': ['Dominate Person', 'Modify Memory']}","['Mace', 'Crossbow, Light']",16-18,wizardly_villani,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Triton,Entertainer,2019-03-30T05:41:21Z,['Bard 16'],['Bard'],['College of Glamour'],16,['War Caster'],121,10,18,8,14,10,10,20,,"['Athletics', 'Acrobatics', 'Insight', 'Deception', 'Performance']",Longsword|Dagger,,03 29 2019,Cha,United States,US,,,,Triton,,"['Longsword', 'Dagger']",16-18,recursing_proskuriakova,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Githzerai,Afflicted,2019-03-22T18:00:04Z,['Druid 16'],['Druid'],['Circle of Twilight'],16,[nan],160,20,10,13,14,19,20,11,,"['Nature', 'Medicine', 'Intimidation', 'Persuasion']",Summer's Dance Scimitar,,03 22 2019,Wis,United States,US,,,,Gith,,['Scimitar'],16-18,sleepy_elion,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Juggeenaut,Soldier,2019-03-22T17:55:23Z,['Barbarian 16'],['Barbarian'],['Path of the Limit Breaker'],16,"['Durable', 'Great Weapon Master']",302,20,22,14,20,6,9,13,,"['Athletics', 'Animal Handling', 'Survival', 'Intimidation']",Greataxe|Handaxe|Javelin|Unarmed strike,,03 22 2019,Str,United States,US,,,,Warforged,,"['Greataxe', 'Handaxe', 'Javelin', 'Unarmed Strike']",16-18,flamboyant_feistel,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Dragonborn,Soldier,2019-03-22T17:12:48Z,['Sorcerer 16'],['Sorcerer'],['Draconic Bloodline'],16,"['Spell Sniper', 'War Caster']",160,14,14,12,16,11,11,20,,"['Athletics', 'Arcana', 'Intimidation', 'Persuasion']",+2 Staff Of Power|Dire Dagger,,03 22 2019,Cha,United States,US,,,,Dragonborn,,['Dagger'],16-18,eager_murdock,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Dragonborn,Soldier,2019-03-22T16:50:04Z,['Sorcerer 16'],['Sorcerer'],['Draconic Bloodline'],16,"['Spell Sniper', 'War Caster']",160,14,14,12,16,11,11,20,,"['Athletics', 'Arcana', 'Intimidation', 'Persuasion']",Quarterstaff|Dagger,,03 22 2019,Cha,United States,US,,,,Dragonborn,,"['Quarterstaff', 'Dagger']",16-18,hopeful_roentgen,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Human,Hermit,2019-02-21T22:45:16Z,['Mystic 16'],['Mystic'],['Order of the Wu Jen'],16,[nan],150,17,12,19,20,22,12,4,neutral evil,"['Arcana', 'Religion', 'Insight', 'Medicine', 'Perception', 'Survival']",Scimitar,Detect Magic*0|Misty Step*0|Fireball*0,02 21 2019,Int,United States,US,NE,,,Human,{'*': ['']},['Scimitar'],16-18,stupefied_germain,[],[],[],Mystic,[],[],[]
Forest Gnome,Urchin,2019-02-18T01:48:45Z,['Wizard 16'],['Wizard'],['School of Illusion'],16,"['Resilient', 'War Caster']",102,17,8,18,15,20,11,11,,"['Sleight of Hand', 'Stealth', 'Arcana', 'Insight']",Quarterstaff,Firebolt*0|Mage Hand*0|Mending*0|Message*0|Minor Illusion*0|Prestidigiation*0|Toll The Dead*0|Shield*1|Detect Magic*1|Comprehend Languages*1|Silent Image*1|Invisibility*2|Mirror Image*2|Misty Step*2|Fireball*3|Hypnotic Pattern*3|Major Image*3|Polymorph*4|Dimension Door*4|Greater Invisibility*4|Animate Objects*5|Wall Of Force*5|Globe Of Invulnerability*5|Mass Suggestion*6|Sunbeam*6|Crown Of Stars*7|Forcecage*7|Maze*8|Illusory Dragon*8,02 17 2019,Int,Canada,CA,,,,Gnome,"{'0': ['Fire Bolt', 'Mage Hand', 'Mending', 'Message', 'Minor Illusion', 'Prestidigitation', 'Toll the Dead'], '1': ['Shield', 'Detect Magic', 'Comprehend Languages', 'Silent Image'], '2': ['Invisibility', 'Mirror Image', 'Misty Step'], '3': ['Fireball', 'Hypnotic Pattern', 'Major Image'], '4': ['Polymorph', 'Dimension Door', 'Greater Invisibility'], '5': ['Animate Objects', 'Wall of Force'], '6': ['Mass Suggestion', 'Sunbeam'], '7': ['Crown of Stars', 'Forcecage'], '8': ['Maze', 'Illusory Dragon']}",['Quarterstaff'],16-18,crazy_banzai,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
High Elf,Guild Artisan,2019-01-17T16:25:12Z,['Wizard 16'],['Wizard'],['School of Transmutation'],16,"['Resilient', 'Observant']",98,13,8,16,14,20,12,12,NG,"['Arcana', 'Investigation', 'Insight', 'Perception', 'Persuasion']",Dagger,Shocking Grasp*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Message*0|Mage Armor*1|Find Familiar*1|Unseen Servant*1|Detect Magic*1|Identify*1|Magic Missile*1|Sleep*1|Grease*1|Alarm*1|Comprehend Languages*1|Tenser's Floating Disk*1|Invisibility*2|Knock*2|Mirror Image*2|Rope Trick*2|Tiny Servant*3|Slow*3|Haste*3|Lightning Bolt*3|Counterspell*3|Dispel Magic*3|Water Breathing*3|Polymorph*4|Storm Sphere*4|Fabricate*4|Dimension Door*4|Stone Shape*4|Conjure Elemental*5|Creation*5|Wall Of Stone*5|Wall Of Force*5|Rary's Telepathic Bond*5|Create Homunculus*6|True Seeing*6|Guards And Wards*6|Arcane Gate*6|Teleport*7|Simulacrum*7|Sequester*7|Mordenkaininen's Magnificent Mansion*7|Demiplane*8|Mighty Fortress*8|Telepathy*8|Mind Blank*8,01 17 2019,Int,United States,US,NG,,,Elf,"{'0': ['Shocking Grasp', 'Prestidigitation', 'Mage Hand', 'Create Bonfire', 'Message'], '1': ['Mage Armor', 'Find Familiar', 'Unseen Servant', 'Detect Magic', 'Identify', 'Magic Missile', 'Sleep', 'Grease', 'Alarm', 'Comprehend Languages', ""Tenser's Floating Disk""], '2': ['Invisibility', 'Knock', 'Mirror Image', 'Rope Trick'], '3': ['Tiny Servant', 'Slow', 'Haste', 'Lightning Bolt', 'Counterspell', 'Dispel Magic', 'Water Breathing'], '4': ['Polymorph', 'Storm Sphere', 'Fabricate', 'Dimension Door', 'Stone Shape'], '5': ['Conjure Elemental', 'Creation', 'Wall of Stone', 'Wall of Force', ""Rary's Telepathic Bond""], '6': ['Create Homunculus', 'True Seeing', 'Guards and Wards', 'Arcane Gate'], '7': ['Teleport', 'Simulacrum', 'Sequester', ""Mordenkainen's Magnificent Mansion""], '8': ['Demiplane', 'Mighty Fortress', 'Telepathy', 'Mind Blank']}",['Dagger'],16-18,goofy_ellis,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Half Elf,Criminal,2018-11-25T02:22:19Z,['Rogue 16'],['Rogue'],['Arcane Trickster'],16,"['Elven Accuracy', 'Alert']",105,19,11,20,11,20,14,16,,"['Athletics', 'Acrobatics', 'Sleight of Hand', 'Stealth', 'Insight', 'Perception', 'Deception']",Shortsword +2|Shortbow|Dagger,,11 24 2018,Int,United States,US,,,,Half-Elf,,"['Shortsword', 'Shortbow', 'Dagger']",16-18,reverent_kilby,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Wood Elf,Noble,2018-08-12T22:28:04Z,['Ranger 16'],['Ranger'],['Beast Master'],16,[nan],150,16,12,20,14,12,12,14,,"['Stealth', 'History', 'Animal Handling', 'Perception', 'Survival', 'Persuasion']",Shortsword|Longbow,Hunters Mark*1|Animal Friendship *1|Speak With Animals *1|Cure Wounds*1|Lesser Restoration *2|Pass Without A Trace*2|Spike Growth*2|Wind Wall*3|Water Breathing *3|Speak With Plants*3|Conjure Woodland Beings*4|Locate Creature *4,08 12 2018,Wis,United States,US,,,,Elf,"{'1': [""Hunter's Mark"", 'Animal Friendship', 'Speak with Animals', 'Cure Wounds'], '2': ['Lesser Restoration', 'Pass Without Trace', 'Spike Growth'], '3': ['Wind Wall', 'Water Breathing', 'Speak with Plants'], '4': ['Conjure Woodland Beings', 'Locate Creature']}","['Shortsword', 'Longbow']",16-18,charming_herschel,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Human,Knight,2018-08-12T22:26:23Z,['Paladin 16'],['Paladin'],['Oath of Devotion'],16,[nan],229,18,16,13,18,14,12,14,,"['History', 'Insight', 'Intimidation', 'Persuasion']",Javelin,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3|Freedom of Movement*4|Guardian of Faith*4,08 12 2018,Cha,United States,US,,,,Human,"{'1': ['Protection from Evil and Good', 'Sanctuary'], '2': ['Lesser Restoration', 'Zone of Truth'], '3': ['Beacon of Hope', 'Dispel Magic'], '4': ['Freedom of Movement', 'Guardian of Faith']}",['Javelin'],16-18,charming_leavitt,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Dragonborn,Haunted One,2018-07-06T07:02:32Z,['Fighter 16'],['Fighter'],['Battle Master'],16,[nan],216,16,20,20,20,14,14,14,,"['Athletics', 'History', 'Investigation', 'Survival']",Shortsword|Shortsword|,,07 06 2018,Int,Canada,CA,,,,Dragonborn,,['Shortsword'],16-18,quizzical_gagarin,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Lizardfolk,Mercenary Veteran,2018-06-24T17:25:13Z,['Fighter 16'],['Fighter'],['Champion'],16,[nan],164,16,20,16,18,12,12,9,,"['Athletics', 'Acrobatics', 'Insight', 'Perception', 'Survival', 'Persuasion']",Greatsword|Warhammer,,06 24 2018,Int,United States,US,,,,Lizardfolk,,"['Greatsword', 'Warhammer']",16-18,blissful_bell,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Human,Noble,2018-06-24T12:59:48Z,['Wizard 16'],['Wizard'],['School of Conjuration'],16,"['Inspiring Leader', 'Tough']",130,10,8,10,14,20,12,16,Lawful Evil,"['Arcana', 'History', 'Insight', 'Intimidation', 'Persuasion']",Dagger,Infestation*0|Mage Hand*0|Friends*0|Message*0|Shocking Grasp*0|Find Familiar (R) (C)*1|Unseen Servant (R) (C)*1|Cause Fear*1|Disguise Self*1|Detect Magic*1|Mage Armor*1|Identify*1|Comprehend Languages*1|Charm Person*1|Crown Of Madness*2|Detect Thoughts*2|Dust Devil (C)*2|Hold Person*2|Mind Spike*2|Ray Of Enfeeblement*2|Animate Dead*3|Summon Lesser Demons (C)*3|Phantom Steed (R)*3|Fireball*3|Fear*3|Hypnotic Pattern*3|Conjure Minor Elementals (C)*4|Mordenkainen's Faithful Hound (C)*4|Summon Greater Demon (C)*4|Phantasmal Killer*4|Conjure Elemental (C)*5|Cloudkill (C)*5|Mental Prison*6|Soul Cage*6|Disintegrate*6|Circle Of Death*6|Mordenkainen's Magnificent Mansion (C)*7|Crown Of Stars*7|Mighty Fortress*8|Maddening Darkness*8|Antipathy/Sympathy*8,06 24 2018,Int,United States,US,LE,,,Human,"{'0': ['Infestation', 'Mage Hand', 'Friends', 'Message', 'Shocking Grasp'], '1': ['Find Familiar', 'Unseen Servant', 'Cause Fear', 'Disguise Self', 'Detect Magic', 'Mage Armor', 'Identify', 'Comprehend Languages', 'Charm Person'], '2': ['Crown of Madness', 'Detect Thoughts', 'Dust Devil', 'Hold Person', 'Mind Spike', 'Ray of Enfeeblement'], '3': ['Animate Dead', 'Summon Lesser Demons', 'Phantom Steed', 'Fireball', 'Fear', 'Hypnotic Pattern'], '4': ['Conjure Minor Elementals', ""Mordenkainen's Faithful Hound"", 'Summon Greater Demon', 'Phantasmal Killer'], '5': ['Conjure Elemental', 'Cloudkill'], '6': ['Mental Prison', 'Soul Cage', 'Disintegrate', 'Circle of Death'], '7': [""Mordenkainen's Magnificent Mansion"", 'Crown of Stars'], '8': ['Mighty Fortress', 'Maddening Darkness', 'Antipathy/Sympathy']}",['Dagger'],16-18,gifted_brahmagupta,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
High Elf,Inheritor,2018-06-24T00:18:50Z,['Warlock 16'],['Warlock'],['The Great Old One'],16,['Keen Mind'],111,14,9,16,15,13,12,17,Neutral Evil,"['Arcana', 'Perception', 'Survival', 'Deception', 'Intimidation', 'Persuasion']",Dagger,Eldritch Blast*0|Prestidigitation*0|Minor Illusion*0|Lightning Lure*0|Vicious Mockery*0|Mold Earth*0|Friends*0|Hex*1|Hellish Rebuke*1|Comprehend Languages*1|Misty Step*2|Mirror Image*2|Ray Of Infeeblement*2|Fly*3|Remove Curse*3|Hunger Of Hadar*3|Dimension Door*4|Banishment*4|Hold Monster*5|Negative Energy Flood*5|Danse Macabre*5,06 23 2018,Cha,United States,US,NE,,,Elf,"{'0': ['Eldritch Blast', 'Prestidigitation', 'Minor Illusion', 'Lightning Lure', 'Vicious Mockery', 'Mold Earth', 'Friends'], '1': ['Hex', 'Hellish Rebuke', 'Comprehend Languages'], '2': ['Misty Step', 'Mirror Image', 'Ray of Enfeeblement'], '3': ['Fly', 'Remove Curse', 'Hunger of Hadar'], '4': ['Dimension Door', 'Banishment'], '5': ['Hold Monster', 'Negative Energy Flood', 'Danse Macabre']}",['Dagger'],16-18,zealous_jones,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Goblin,Criminal,2018-06-23T03:10:32Z,['Sorcerer 16'],['Sorcerer'],['Wild Magic'],16,['Lucky'],104,13,8,17,14,12,10,20,,"['Stealth', 'Arcana', 'Deception', 'Intimidation']",Quarterstaff|Dagger,,06 22 2018,Cha,United States,US,,,,Goblin,,"['Quarterstaff', 'Dagger']",16-18,sweet_noyce,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Turtle,Criminal,2018-06-23T02:20:07Z,['Druid 16'],['Druid'],['Circle of the Land'],16,[nan],153,14,10,12,18,13,20,10,,"['Stealth', 'Nature', 'Animal Handling', 'Survival', 'Deception']",Scimitar,Barkskin*2|Spider Climb*2|Call Lightning*3|Plant Growth*3|Divination*4|Freedom of Movement*4|Commune with Nature*5|Tree Stride*5,06 22 2018,Wis,United States,US,,,,Turtle,"{'2': ['Barkskin', 'Spider Climb'], '3': ['Call Lightning', 'Plant Growth'], '4': ['Divination', 'Freedom of Movement'], '5': ['Commune with Nature', 'Tree Stride']}",['Scimitar'],16-18,zen_golick,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Stout Halfling,Cloistered Scholar,2018-06-13T01:09:44Z,['Wizard 16'],['Wizard'],['School of Necromancy'],16,"['War Caster', 'Second Chance']",144,11,10,13,16,20,13,13,,"['Arcana', 'History', 'Investigation', 'Religion']",Dagger,Animate Dead*3,06 12 2018,Int,United States,US,,,,Halfling,{'3': ['Animate Dead']},['Dagger'],16-18,relaxed_sammet,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
High Elf,Criminal,2019-04-01T21:16:36Z,['Rogue 15'],['Rogue'],['Inquisitive'],15,[nan],180,16,14,20,18,13,12,10,,"['Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Insight', 'Perception', 'Deception']",Rapier|Shortbow|Dagger,,04 01 2019,Int,Canada,CA,,,,Elf,,"['Rapier', 'Shortbow', 'Dagger']",12-15,adoring_galileo,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Half Elf,Criminal,2019-03-15T01:28:42Z,['Wizard 15'],['Wizard'],['School of Divination'],15,[nan],124,12,15,13,18,20,15,11,Chatoic Neutral,"['Sleight of Hand', 'Stealth', 'Investigation', 'Insight', 'Deception']",Quarterstaff|Whip,,03 14 2019,Int,United States,US,,,,Half-Elf,,"['Quarterstaff', 'Whip']",12-15,adoring_cannon,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Centaur,Barbarian Tribe Member,2019-03-15T01:13:05Z,['Barbarian 15'],['Barbarian'],['Path of the Storm Herald'],15,[nan],162,15,20,13,15,9,13,12,,"['Athletics', 'Nature', 'Survival', 'Intimidation']",Greataxe|Handaxe|Javelin,,03 14 2019,Int,United States,US,,,,Centaur,,"['Greataxe', 'Handaxe', 'Javelin']",12-15,frosty_booth,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Human,Noble,2019-02-26T08:25:40Z,['Fighter 15'],['Fighter'],['Champion'],15,"['Great Weapon Master', 'Lucky', 'Alert', 'Athlete']",163,19,17,16,16,9,10,10,,"['Athletics', 'History', 'Survival', 'Persuasion']","Greatsword|Crossbow, light",,02 26 2019,Int,United States,US,,,,Human,,"['Greatsword', 'Crossbow, Light']",12-15,zealous_varahamihira,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Kobold,Folk Hero,2019-01-05T01:48:06Z,['Monk 15'],['Monk'],['Way of the Drunken Master'],15,"['Mobile', 'Athlete', 'Squat Nimbleness']",111,19,10,20,14,12,18,10,Lawful Neutral,"['Athletics', 'Acrobatics', 'Animal Handling', 'Insight', 'Survival', 'Performance']",Dart|Unarmed Strike|Quarterstaff,,01 04 2019,Int,United States,US,LN,,,Kobold,,"['Dart', 'Unarmed Strike', 'Quarterstaff']",12-15,sleepy_yalow,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Lineage Zari,Guild Member Mayhem,2018-12-19T03:01:46Z,['Sorcerer 15'],['Sorcerer'],['Draconic Bloodline'],15,"['War Caster', 'Shield Master', 'Elemental Adept']",165,21,16,16,18,13,14,20,,"['Acrobatics', 'Arcana', 'Insight', 'Performance']",Quarterstaff|Dagger,,12 18 2018,Cha,United States,US,,,,Tiefling,,"['Quarterstaff', 'Dagger']",12-15,hungry_beaver,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Half Orc,Folk Hero,2018-10-12T02:00:35Z,['Bard 15'],['Bard'],['College of Glamour'],15,['Actor'],128,11,14,10,16,15,15,19,,"['Animal Handling', 'Insight', 'Perception', 'Survival', 'Intimidation']",Rapier|Dagger,,10 11 2018,Cha,United States,US,,,,Half-Orc,,"['Rapier', 'Dagger']",12-15,hardcore_kirch,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
Tiefling,Far Traveler,2018-09-20T05:49:01Z,['Druid 15'],['Druid'],['Circle of the Shepherd'],15,"['Observant', 'War Caster']",141,15,8,15,17,14,20,13,,"['Nature', 'Insight', 'Perception', 'Survival']",Whisper,,09 19 2018,Wis,Canada,CA,,,,Tiefling,,[nan],12-15,hardcore_carson,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Half Orc,Knight,2018-08-22T22:25:49Z,['Fighter 15'],['Fighter'],['Battle Master'],15,['Great Weapon Master'],225,16,20,14,20,15,14,13,,"['History', 'Animal Handling', 'Insight', 'Intimidation', 'Persuasion']","Greatsword|Whip|Crossbow, light",,08 22 2018,Int,United States,US,,,,Half-Orc,,"['Greatsword', 'Whip', 'Crossbow, Light']",12-15,amazing_jackson,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Deep Gnome,Mercenary Veteran,2018-08-12T22:29:58Z,['Barbarian 15'],['Barbarian'],['Path of the Berserker'],15,[nan],200,15,15,14,17,12,10,14,,"['Athletics', 'Intimidation', 'Persuasion']",Greataxe|Handaxe|Javelin,,08 12 2018,Int,United States,US,,,,Gnome,,"['Greataxe', 'Handaxe', 'Javelin']",12-15,heuristic_nightingale,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Mountain Dwarf,Clan Crafter,2018-07-17T17:29:01Z,['Fighter 15'],['Fighter'],['Champion'],15,"['Squat Nimbleness', 'Shield Master', 'Skilled', 'Tough']",169,20,20,8,16,12,14,8,,"['Athletics', 'History', 'Investigation', 'Nature', 'Animal Handling', 'Insight', 'Perception', 'Survival']",Warhammer|Handaxe,,07 17 2018,Int,Canada,CA,,,,Dwarf,,"['Warhammer', 'Handaxe']",12-15,amazing_austin,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Human,Soldier,2018-06-21T04:42:44Z,['Paladin 15'],['Paladin'],['Oath of Vengeance'],15,"['Polearm Master', 'Great Weapon Master', 'Resilient']",169,18,25,10,18,8,13,17,,"['Athletics', 'Insight', 'Perception', 'Intimidation', 'Persuasion']",Halberd +1|Javelin|Halberd +1 GWM,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4,06 20 2018,Cha,United States,US,,,,Human,"{'1': ['Bane', ""Hunter's Mark""], '2': ['Hold Person', 'Misty Step'], '3': ['Haste', 'Protection from Energy'], '4': ['Banishment', 'Dimension Door']}","['Halberd', 'Javelin']",12-15,sharp_faraday,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Human,Pirate,2018-06-19T03:14:30Z,['Barbarian 15'],['Barbarian'],['Path of the Totem Warrior'],15,"['Sentinel', 'Polearm Master']",201,20,25,18,18,8,12,10,Chaotic Good,"['Athletics', 'Stealth', 'Perception', 'Survival', 'Intimidation']",Handaxe|Battleaxe +1|Longbow|Battleaxe +1 Rage,,06 18 2018,Int,United States,US,CG,,,Human,,"['Handaxe', 'Battleaxe', 'Longbow']",12-15,tender_pare,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Human,Soldier,2018-06-15T04:10:21Z,['Paladin 15'],['Paladin'],['Oath of Vengeance'],15,"['Polearm Master', 'Great Weapon Master', 'Resilient']",132,16,18,10,14,8,10,16,,"['Athletics', 'Insight', 'Perception', 'Intimidation', 'Persuasion']",Halberd|Javelin,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4,06 14 2018,Cha,United States,US,,,,Human,"{'1': ['Bane', ""Hunter's Mark""], '2': ['Hold Person', 'Misty Step'], '3': ['Haste', 'Protection from Energy'], '4': ['Banishment', 'Dimension Door']}","['Halberd', 'Javelin']",12-15,hardcore_dewdney,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Half Orc,Far Traveler,2018-06-15T04:08:49Z,['Paladin 15'],['Paladin'],['Oath of Vengeance'],15,['Great Weapon Master'],153,16,18,10,16,8,10,16,Chaotic Good ,"['Athletics', 'Insight', 'Perception', 'Intimidation', 'Persuasion']",Greatsword|Javelin,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4,06 14 2018,Cha,United States,US,CG,,,Half-Orc,"{'1': ['Bane', ""Hunter's Mark""], '2': ['Hold Person', 'Misty Step'], '3': ['Haste', 'Protection from Energy'], '4': ['Banishment', 'Dimension Door']}","['Greatsword', 'Javelin']",12-15,distracted_williamson,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
High Elf,Urban Bounty Hunter,2018-06-15T04:07:09Z,['Fighter 15'],['Fighter'],['Eldritch Knight'],15,"['War Caster', 'Sentinel', 'Resilient']",139,24,19,20,14,16,12,8,chaotic good,"['Acrobatics', 'Stealth', 'Insight', 'Perception', 'Survival']","Rapier|Crossbow, light",,06 14 2018,Int,United States,US,CG,,,Elf,,"['Rapier', 'Crossbow, Light']",12-15,agitated_meitner,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
High Elf,Sailor,2018-06-15T04:04:59Z,['Fighter 15'],['Fighter'],['Battle Master'],15,"['Crossbow Expert', 'Sharpshooter']",170,16,8,20,18,9,14,10,,"['Athletics', 'Perception', 'Survival', 'Intimidation']","Crossbow, heavy|Crossbow, light",,06 14 2018,Int,United States,US,,,,Elf,,"['Crossbow, Heavy', 'Crossbow, Light']",12-15,trusting_lamport,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
